seller_id,seller_name,seller_city,seller_state,seller_rating,registration_date,seller_status
SELL00261,Suresh LLC,Chandigarh,Kerala,1.2,2021-12-18 06:35:59.565452,Active
SELL00262,Kala PLC,Visakhapatnam,Madhya Pradesh,1.68,2021-12-19 06:35:59.565452,Inactive
SELL00263,"Din, Sane and Batta",Noida,West Bengal,,2021-12-20 06:35:59.565452,Inactive
SELL00264,Jha Inc,Kolkata,Andhra Pradesh,4.92,2021-12-21 06:35:59.565452,Banned
SELL00265,Nagi Ltd,Kolkata,West Bengal,3.56,2021-12-22 06:35:59.565452,Active
SELL00266,"Anand, Ramanathan and Trivedi",Chennai,West Bengal,3.57,2021-12-23 06:35:59.565452,Inactive
SELL00267,Tank-Iyer,Nagpur,Gujarat,3.75,2021-12-24 06:35:59.565452,Banned
SELL00268,Guha-Butala,Surat,Gujarat,1.44,2021-12-25 06:35:59.565452,Banned
SELL00269,Sankaran-Padmanabhan,Patna,West Bengal,2.68,2021-12-26 06:35:59.565452,Inactive
SELL00270,Choudhry-Chawla,Nagpur,Maharashtra,4.38,2021-12-27 06:35:59.565452,Banned
SELL00271,"Bir, Gandhi and Chokshi",Visakhapatnam,Gujarat,4.7,2021-12-28 06:35:59.565452,Inactive
SELL00272,Dube-Narula,Surat,Madhya Pradesh,3.54,2021-12-29 06:35:59.565452,Inactive
SELL00273,"Bail, Varma and Rattan",Surat,Andhra Pradesh,1.57,2021-12-30 06:35:59.565452,Inactive
SELL00274,Balay LLC,Delhi,Telangana,4.99,2021-12-31 06:35:59.565452,Inactive
SELL00275,Gandhi and Sons,Ahmedabad,Madhya Pradesh,,2022-01-01 06:35:59.565452,Inactive
SELL00276,Hegde-Gandhi,Patna,Uttar Pradesh,1.56,2022-01-02 06:35:59.565452,Inactive
SELL00277,Varghese Ltd,Bengaluru,Haryana,4.01,2022-01-03 06:35:59.565452,Active
SELL00278,Prashad Ltd,Visakhapatnam,Maharashtra,2.17,2022-01-04 06:35:59.565452,Active
SELL00279,Prakash LLC,Pune,Rajasthan,3.87,2022-01-05 06:35:59.565452,Inactive
SELL00280,"Nadkarni, Agarwal and Pai",Kochi,Uttar Pradesh,3.94,2022-01-06 06:35:59.565452,Inactive
SELL00281,"Shankar, Mander and Kulkarni",Jaipur,Madhya Pradesh,4.86,2022-01-07 06:35:59.565452,Inactive
SELL00282,"Hayre, Handa and Bava",Kolkata,Karnataka,2.67,2022-01-08 06:35:59.565452,Active
SELL00283,Menon PLC,Lucknow,Andhra Pradesh,2.86,2022-01-09 06:35:59.565452,Inactive
SELL00284,"Deshpande, Kakar and Bhatti",Pune,Punjab,3.22,2022-01-10 06:35:59.565452,Inactive
SELL00285,"Nagy, Biswas and Date",Pune,Odisha,3.8,2022-01-11 06:35:59.565452,Active
SELL00286,Rajan LLC,Ahmedabad,Haryana,1.75,2022-01-12 06:35:59.565452,Inactive
SELL00287,Dhingra and Sons,Kolkata,Maharashtra,3.02,2022-01-13 06:35:59.565452,Active
SELL00288,Lad and Sons,Chandigarh,Odisha,1.25,2022-01-14 06:35:59.565452,Active
SELL00289,Solanki-Mukherjee,Noida,Odisha,3.43,2022-01-15 06:35:59.565452,Banned
SELL00290,Atwal-Mistry,Hyderabad,Andhra Pradesh,3.95,2022-01-16 06:35:59.565452,Inactive
SELL00291,Dave LLC,Chennai,Gujarat,1.08,2022-01-17 06:35:59.565452,Banned
SELL00292,"Dani, Amble and Randhawa",Surat,West Bengal,3.11,2022-01-18 06:35:59.565452,Banned
SELL00293,"Goyal, Sant and Das",Nagpur,West Bengal,1.38,2022-01-19 06:35:59.565452,Active
SELL00294,Talwar Ltd,Indore,Tamil Nadu,4.59,2022-01-20 06:35:59.565452,Banned
SELL00295,"Tailor, Palla and Bhattacharyya",Patna,Bihar,2.41,2022-01-21 06:35:59.565452,Banned
SELL00296,Sarin-Garde,Patna,West Bengal,4.94,2022-01-22 06:35:59.565452,Banned
SELL00297,Venkatesh LLC,Nagpur,Rajasthan,3.76,2022-01-23 06:35:59.565452,Active
SELL00298,Biswas-Naidu,Hyderabad,Kerala,2.31,2022-01-24 06:35:59.565452,Inactive
SELL00299,"Sarin, Murthy and Anand",Lucknow,Kerala,1.89,2022-01-25 06:35:59.565452,Banned
SELL00300,Vaidya-Kapur,Kolkata,Madhya Pradesh,1.6,2022-01-26 06:35:59.565452,Banned
SELL00301,Grewal and Sons,Surat,Delhi,2.41,2022-01-27 06:35:59.565452,Inactive
SELL00302,"Bhatt, Sanghvi and Borah",Bengaluru,Karnataka,,2022-01-28 06:35:59.565452,Inactive
SELL00303,"Loke, Maharaj and Bawa",Pune,Gujarat,2.24,2022-01-29 06:35:59.565452,Banned
SELL00304,Bhatt-Murty,Lucknow,Andhra Pradesh,3.32,2022-01-30 06:35:59.565452,Inactive
SELL00305,Choudhury-Ramakrishnan,Delhi,Rajasthan,2.39,2022-01-31 06:35:59.565452,Active
SELL00306,"Chanda, Mani and Dutt",Bhopal,Haryana,2.2,2022-02-01 06:35:59.565452,Banned
SELL00307,"Hari, Savant and Prakash",Vadodara,Odisha,4.32,2022-02-02 06:35:59.565452,Inactive
SELL00308,Lanka-Gandhi,Bhopal,Punjab,4.26,2022-02-03 06:35:59.565452,Inactive
SELL00309,Cherian-Chand,Hyderabad,Delhi,2.92,2022-02-04 06:35:59.565452,Banned
SELL00310,Sangha Inc,Surat,Delhi,4.72,2022-02-05 06:35:59.565452,Active
SELL00311,Balasubramanian PLC,Mumbai,Madhya Pradesh,1.05,2022-02-06 06:35:59.565452,Banned
SELL00312,Bal-Dyal,Mumbai,Maharashtra,1.87,2022-02-07 06:35:59.565452,Active
SELL00313,"Raval, Gill and Keer",Vadodara,Telangana,4.4,2022-02-08 06:35:59.565452,Active
SELL00314,Barad-Cheema,Hyderabad,Karnataka,1.53,2022-02-09 06:35:59.565452,Active
SELL00315,Kaul-Raj,Kochi,Uttar Pradesh,2.56,2022-02-10 06:35:59.565452,Active
SELL00316,"Sachdev, Apte and Purohit",Patna,Uttar Pradesh,3.14,2022-02-11 06:35:59.565452,Banned
SELL00317,Bansal Inc,Delhi,Kerala,4.9,2022-02-12 06:35:59.565452,Inactive
SELL00318,"Rout, Nagi and Mani",Visakhapatnam,Madhya Pradesh,2.61,2022-02-13 06:35:59.565452,Active
SELL00319,"Sridhar, Bakshi and Madan",Chennai,Madhya Pradesh,1.91,2022-02-14 06:35:59.565452,Inactive
SELL00320,"Jain, Mitra and Parmer",Bhopal,Rajasthan,4.58,2022-02-15 06:35:59.565452,Inactive
SELL00321,Narasimhan Ltd,Chandigarh,Haryana,3.33,2022-02-16 06:35:59.565452,Inactive
SELL00322,Contractor-Sama,Chennai,Madhya Pradesh,3.62,2022-02-17 06:35:59.565452,Banned
SELL00323,Deep-Prabhu,Kolkata,Maharashtra,4.65,2022-02-18 06:35:59.565452,Inactive
SELL00324,Khanna-Sastry,Hyderabad,Bihar,4.8,2022-02-19 06:35:59.565452,Inactive
SELL00325,Dhingra-Sane,Noida,Tamil Nadu,4.5,2022-02-20 06:35:59.565452,Inactive
SELL00326,Thakkar PLC,Chandigarh,Odisha,2.79,2022-02-21 06:35:59.565452,Banned
SELL00327,"Borra, Morar and Bath",Surat,West Bengal,3.27,2022-02-22 06:35:59.565452,Inactive
SELL00328,Vohra Group,Patna,Uttar Pradesh,4.72,2022-02-23 06:35:59.565452,Banned
SELL00329,"Balasubramanian, Kapur and Mann",Delhi,Haryana,1.61,2022-02-24 06:35:59.565452,Active
SELL00330,"Dar, Mall and Bhardwaj",Vadodara,Madhya Pradesh,2.93,2022-02-25 06:35:59.565452,Active
SELL00331,"Naidu, Saha and Sehgal",Vadodara,Rajasthan,4.42,2022-02-26 06:35:59.565452,Banned
SELL00332,"Guha, Babu and Ganesan",Kochi,Telangana,,2022-02-27 06:35:59.565452,Inactive
SELL00333,Krishnan-Subramaniam,Indore,Gujarat,2.99,2022-02-28 06:35:59.565452,Inactive
SELL00334,Khurana Inc,Chennai,Tamil Nadu,4.31,2022-03-01 06:35:59.565452,Active
SELL00335,Kohli-Pau,Chennai,Karnataka,,2022-03-02 06:35:59.565452,Active
SELL00336,"Singhal, Rai and Chandra",Visakhapatnam,Odisha,1.39,2022-03-03 06:35:59.565452,Inactive
SELL00337,"Rana, Butala and Handa",Visakhapatnam,West Bengal,1.09,2022-03-04 06:35:59.565452,Banned
SELL00338,Prabhakar Inc,Nagpur,Madhya Pradesh,2.64,2022-03-05 06:35:59.565452,Active
SELL00339,Bala-Ghose,Patna,Gujarat,3.1,2022-03-06 06:35:59.565452,Banned
SELL00340,Desai-Handa,Bengaluru,Telangana,3.44,2022-03-07 06:35:59.565452,Active
SELL00341,Char-Rao,Chennai,Andhra Pradesh,2.68,2022-03-08 06:35:59.565452,Inactive
SELL00342,Vasa-Varty,Ahmedabad,Delhi,3.99,2022-03-09 06:35:59.565452,Banned
SELL00343,"Bir, Rajan and Grover",Kolkata,Gujarat,1.35,2022-03-10 06:35:59.565452,Inactive
SELL00344,Bandi-Kashyap,Chandigarh,Odisha,2.95,2022-03-11 06:35:59.565452,Active
SELL00345,Narula PLC,Pune,Punjab,2.89,2022-03-12 06:35:59.565452,Inactive
SELL00346,Gara-Shukla,Bengaluru,Punjab,4.88,2022-03-13 06:35:59.565452,Inactive
SELL00347,Deshpande LLC,Surat,Bihar,2.65,2022-03-14 06:35:59.565452,Active
SELL00348,"Dube, Cherian and Sangha",Vadodara,Tamil Nadu,3.95,2022-03-15 06:35:59.565452,Banned
SELL00349,Bhalla-Nadig,Hyderabad,Rajasthan,1.4,2022-03-16 06:35:59.565452,Banned
SELL00350,Sani-Goswami,Visakhapatnam,Gujarat,1.82,2022-03-17 06:35:59.565452,Active
SELL00351,Peri-Sundaram,Visakhapatnam,Maharashtra,4.5,2022-03-18 06:35:59.565452,Banned
SELL00352,Mishra-Ravel,Patna,Rajasthan,3.25,2022-03-19 06:35:59.565452,Inactive
SELL00353,Khurana LLC,Hyderabad,Uttar Pradesh,2.57,2022-03-20 06:35:59.565452,Inactive
SELL00354,"Chakrabarti, Ganesan and Halder",Bengaluru,Odisha,1.68,2022-03-21 06:35:59.565452,Banned
SELL00355,"Gade, Manne and Chadha",Kochi,Madhya Pradesh,4.95,2022-03-22 06:35:59.565452,Inactive
SELL00356,"Kaul, Kaur and Wagle",Mumbai,Tamil Nadu,4.79,2022-03-23 06:35:59.565452,Active
SELL00357,"Koshy, Jain and Bajwa",Chandigarh,Rajasthan,4.12,2022-03-24 06:35:59.565452,Inactive
SELL00358,Chad-Suri,Nagpur,Telangana,4.45,2022-03-25 06:35:59.565452,Banned
SELL00359,Chaudry PLC,Pune,Andhra Pradesh,1.44,2022-03-26 06:35:59.565452,Inactive
SELL00360,Tank PLC,Ahmedabad,Gujarat,2.61,2022-03-27 06:35:59.565452,Active
SELL00361,"Raval, Bal and Murthy",Kolkata,Andhra Pradesh,3.96,2022-03-28 06:35:59.565452,Banned
SELL00362,Singh Inc,Kolkata,Punjab,3.51,2022-03-29 06:35:59.565452,Active
SELL00363,Sengupta Inc,Kolkata,Telangana,3.32,2022-03-30 06:35:59.565452,Inactive
SELL00364,"Gola, Mohanty and Chana",Chandigarh,Madhya Pradesh,1.29,2022-03-31 06:35:59.565452,Active
SELL00365,Datta-Ahuja,Mumbai,Kerala,2.91,2022-04-01 06:35:59.565452,Inactive
SELL00366,"Thaker, Kant and Dash",Kochi,Andhra Pradesh,3.4,2022-04-02 06:35:59.565452,Banned
SELL00367,Srinivas and Sons,Surat,Punjab,2.05,2022-04-03 06:35:59.565452,Banned
SELL00368,Devi-Soman,Pune,Punjab,1.43,2022-04-04 06:35:59.565452,Banned
SELL00369,Pillai-Lad,Kochi,Maharashtra,2.92,2022-04-05 06:35:59.565452,Banned
SELL00370,Chaudhry-Lala,Chennai,Odisha,3.76,2022-04-06 06:35:59.565452,Banned
SELL00371,Murty PLC,Ahmedabad,Odisha,2.62,2022-04-07 06:35:59.565452,Active
SELL00372,"Natarajan, Subramanian and Narula",Noida,Punjab,3.69,2022-04-08 06:35:59.565452,Active
SELL00373,Nadkarni PLC,Lucknow,Kerala,2.38,2022-04-09 06:35:59.565452,Active
SELL00374,Das Ltd,Lucknow,Haryana,2.73,2022-04-10 06:35:59.565452,Active
SELL00375,Madan Ltd,Nagpur,Andhra Pradesh,1.43,2022-04-11 06:35:59.565452,Active
SELL00376,Manne-Dewan,Indore,Odisha,2.73,2022-04-12 06:35:59.565452,Active
SELL00377,Wagle LLC,Delhi,Odisha,2.28,2022-04-13 06:35:59.565452,Active
SELL00378,"Mistry, Saraf and Choudhury",Hyderabad,Andhra Pradesh,4.24,2022-04-14 06:35:59.565452,Inactive
SELL00379,"Sarna, Jaggi and Reddy",Vadodara,Bihar,1.9,2022-04-15 06:35:59.565452,Inactive
SELL00380,Comar-Bumb,Vadodara,Telangana,1.31,2022-04-16 06:35:59.565452,Active
SELL00381,Keer-Jha,Visakhapatnam,Uttar Pradesh,-1.0,2022-04-17 06:35:59.565452,Banned
SELL00382,Lal-Biswas,Vadodara,Madhya Pradesh,4.36,2022-04-18 06:35:59.565452,Banned
SELL00383,"Mahajan, Rau and Mani",Vadodara,Telangana,4.9,2022-04-19 06:35:59.565452,Inactive
SELL00384,Mangal-Chokshi,Kochi,Madhya Pradesh,9.0,2022-04-20 06:35:59.565452,Banned
SELL00385,Sampath Inc,Kolkata,Punjab,,2022-04-21 06:35:59.565452,Active
SELL00386,"Kade, Gour and Pingle",Delhi,Telangana,3.25,2022-04-22 06:35:59.565452,Banned
SELL00387,Shah and Sons,Pune,Gujarat,2.12,2022-04-23 06:35:59.565452,Active
SELL00388,Shere-Dhawan,Pune,Bihar,2.49,2022-04-24 06:35:59.565452,Inactive
SELL00389,Wali-Manda,Delhi,West Bengal,4.28,2022-04-25 06:35:59.565452,Active
SELL00390,"Garde, Bhavsar and Sarkar",Chennai,Madhya Pradesh,1.29,2022-04-26 06:35:59.565452,Inactive
SELL00391,Gandhi-Tella,Hyderabad,Rajasthan,4.53,2022-04-27 06:35:59.565452,Active
SELL00392,Savant-Ben,Vadodara,Maharashtra,1.32,2022-04-28 06:35:59.565452,Active
SELL00393,Salvi Group,Mumbai,Madhya Pradesh,2.92,2022-04-29 06:35:59.565452,Active
SELL00394,Yogi Ltd,Indore,Odisha,1.57,2022-04-30 06:35:59.565452,Inactive
SELL00395,Mistry Inc,Lucknow,Gujarat,3.96,2022-05-01 06:35:59.565452,Inactive
SELL00396,Uppal-Viswanathan,Nagpur,West Bengal,1.14,2022-05-02 06:35:59.565452,Banned
SELL00397,Bhardwaj LLC,Bengaluru,Andhra Pradesh,4.59,2022-05-03 06:35:59.565452,Active
SELL00398,Nath-Prakash,Ahmedabad,Uttar Pradesh,,2022-05-04 06:35:59.565452,Inactive
SELL00399,"Sani, Saran and Nagy",Chennai,Rajasthan,1.83,2022-05-05 06:35:59.565452,Banned
SELL00400,"Barman, Divan and Kanda",Jaipur,Bihar,4.48,2022-05-06 06:35:59.565452,Active
SELL00401,Kadakia-Borde,Kochi,Maharashtra,2.46,2022-05-07 06:35:59.565452,Inactive
SELL00402,Saha-Pandit,Nagpur,Haryana,1.37,2022-05-08 06:35:59.565452,Inactive
SELL00403,Ghose-Rama,Visakhapatnam,West Bengal,4.55,2022-05-09 06:35:59.565452,Banned
SELL00404,Pau Inc,Delhi,Madhya Pradesh,,2022-05-10 06:35:59.565452,Active
SELL00405,Cheema Ltd,Visakhapatnam,Delhi,3.44,2022-05-11 06:35:59.565452,Active
SELL00406,Sur-Mittal,Vadodara,Delhi,3.49,2022-05-12 06:35:59.565452,Inactive
SELL00407,Gaba and Sons,Vadodara,Maharashtra,1.01,2022-05-13 06:35:59.565452,Banned
SELL00408,Ram-Chand,Patna,Punjab,4.82,2022-05-14 06:35:59.565452,Banned
SELL00409,Parikh-Sibal,Surat,Bihar,4.55,2022-05-15 06:35:59.565452,Banned
SELL00410,"Muni, Luthra and Mani",Delhi,Telangana,2.11,2022-05-16 06:35:59.565452,Active
SELL00411,Varty-Dhillon,Noida,Delhi,1.64,2022-05-17 06:35:59.565452,Inactive
SELL00412,Mohan Group,Noida,Telangana,3.5,2022-05-18 06:35:59.565452,Inactive
SELL00413,Varty-Borra,Hyderabad,Tamil Nadu,1.52,2022-05-19 06:35:59.565452,Banned
SELL00414,Devan Inc,Lucknow,Karnataka,3.7,2022-05-20 06:35:59.565452,Inactive
SELL00415,Sachdeva LLC,Kochi,Kerala,3.64,2022-05-21 06:35:59.565452,Banned
SELL00416,"Sood, Brahmbhatt and Reddy",Hyderabad,Gujarat,3.21,2022-05-22 06:35:59.565452,Inactive
SELL00417,Saran PLC,Hyderabad,Odisha,1.17,2022-05-23 06:35:59.565452,Banned
SELL00418,Bhatnagar Group,Vadodara,Maharashtra,1.31,2022-05-24 06:35:59.565452,Banned
SELL00419,"Comar, Talwar and Chanda",Jaipur,Tamil Nadu,1.16,2022-05-25 06:35:59.565452,Active
SELL00420,"Dutta, Magar and Sarkar",Vadodara,Uttar Pradesh,4.95,2022-05-26 06:35:59.565452,Banned
SELL00421,Nagarajan PLC,Mumbai,Punjab,1.0,2022-05-27 06:35:59.565452,Active
SELL00422,Buch LLC,Kolkata,Haryana,2.33,2022-05-28 06:35:59.565452,Banned
SELL00423,Chakraborty-Sandal,Lucknow,West Bengal,3.5,2022-05-29 06:35:59.565452,Active
SELL00424,Ray-Mani,Kolkata,Odisha,2.8,2022-05-30 06:35:59.565452,Banned
SELL00425,Gara-Bajaj,Vadodara,Maharashtra,3.61,2022-05-31 06:35:59.565452,Active
SELL00426,"Mahajan, Sabharwal and Bansal",Patna,Haryana,2.37,2022-06-01 06:35:59.565452,Banned
SELL00427,"Baral, Taneja and Prabhakar",Delhi,Punjab,1.85,2022-06-02 06:35:59.565452,Active
SELL00428,"Bora, Chopra and Acharya",Nagpur,Punjab,2.26,2022-06-03 06:35:59.565452,Active
SELL00429,Bose-Zachariah,Surat,Rajasthan,1.81,2022-06-04 06:35:59.565452,Active
SELL00430,"Morar, Singh and Bajwa",Indore,Delhi,3.51,2022-06-05 06:35:59.565452,Inactive
SELL00431,"Ahluwalia, Dua and Prasad",Vadodara,West Bengal,4.2,2022-06-06 06:35:59.565452,Banned
SELL00432,"Bath, Desai and Maharaj",Visakhapatnam,Andhra Pradesh,1.46,2022-06-07 06:35:59.565452,Active
SELL00433,"Joshi, Batta and Khatri",Nagpur,Haryana,2.95,2022-06-08 06:35:59.565452,Active
SELL00434,Anand-Om,Mumbai,Tamil Nadu,3.52,2022-06-09 06:35:59.565452,Inactive
SELL00435,Walla-Loyal,Chennai,Uttar Pradesh,1.54,2022-06-10 06:35:59.565452,Active
SELL00436,Zacharia Inc,Bengaluru,Bihar,1.12,2022-06-11 06:35:59.565452,Active
SELL00437,Om-Jhaveri,Vadodara,Bihar,4.48,2022-06-12 06:35:59.565452,Inactive
SELL00438,Acharya-Ganguly,Surat,Gujarat,2.65,2022-06-13 06:35:59.565452,Inactive
SELL00439,Sampath-Chakrabarti,Visakhapatnam,Madhya Pradesh,2.98,2022-06-14 06:35:59.565452,Banned
SELL00440,Srinivas-Dube,Mumbai,Haryana,2.59,2022-06-15 06:35:59.565452,Active
SELL00441,Dara-Das,Pune,Kerala,1.96,2022-06-16 06:35:59.565452,Inactive
SELL00442,Chokshi and Sons,Mumbai,Maharashtra,2.38,2022-06-17 06:35:59.565452,Banned
SELL00443,"Bedi, Gokhale and Garg",Bhopal,West Bengal,3.32,2022-06-18 06:35:59.565452,Inactive
SELL00444,Swaminathan-Munshi,Delhi,Punjab,2.78,2022-06-19 06:35:59.565452,Banned
SELL00445,"Bhavsar, Baral and Ahluwalia",Pune,Telangana,1.32,2022-06-20 06:35:59.565452,Active
SELL00446,Bhavsar Inc,Kochi,Andhra Pradesh,2.88,2022-06-21 06:35:59.565452,Banned
SELL00447,"Bora, Brar and Sethi",Vadodara,Tamil Nadu,4.04,2022-06-22 06:35:59.565452,Banned
SELL00448,Maharaj-Viswanathan,Bengaluru,Telangana,2.81,2022-06-23 06:35:59.565452,Banned
SELL00449,"Wali, Pillay and Tripathi",Indore,Madhya Pradesh,3.97,2022-06-24 06:35:59.565452,Inactive
SELL00450,"Sodhi, Kanda and Wali",Pune,Haryana,2.91,2022-06-25 06:35:59.565452,Banned
SELL00451,Krishnan-Mand,Lucknow,Rajasthan,3.68,2022-06-26 06:35:59.565452,Active
SELL00452,Bali-Lad,Patna,Bihar,2.5,2022-06-27 06:35:59.565452,Active
SELL00453,"Joshi, Wali and Sant",Pune,Delhi,3.59,2022-06-28 06:35:59.565452,Banned
SELL00454,Rajagopal PLC,Visakhapatnam,Uttar Pradesh,2.02,2022-06-29 06:35:59.565452,Active
SELL00455,Bains-Mani,Nagpur,Bihar,2.39,2022-06-30 06:35:59.565452,Active
SELL00456,"Badami, Sahota and Das",Ahmedabad,Telangana,3.08,2022-07-01 06:35:59.565452,Active
SELL00457,"Agrawal, Buch and Bobal",Kochi,Karnataka,4.87,2022-07-02 06:35:59.565452,Active
SELL00458,"Rout, Parekh and Hayre",Jaipur,Punjab,2.43,2022-07-03 06:35:59.565452,Banned
SELL00459,"Sundaram, Arya and Sodhi",Chandigarh,Gujarat,2.07,2022-07-04 06:35:59.565452,Active
SELL00460,Chopra-Trivedi,Chandigarh,Bihar,3.7,2022-07-05 06:35:59.565452,Inactive
SELL00461,"Nagarajan, Patel and Sha",Surat,Punjab,1.55,2022-07-06 06:35:59.565452,Banned
SELL00462,Jhaveri PLC,Jaipur,Telangana,1.35,2022-07-07 06:35:59.565452,Inactive
SELL00463,Tank-Varma,Bengaluru,Maharashtra,3.55,2022-07-08 06:35:59.565452,Active
SELL00464,Dhawan-Pal,Ahmedabad,Tamil Nadu,,2022-07-09 06:35:59.565452,Active
SELL00465,"Mahal, Rege and Borde",Hyderabad,Haryana,2.69,2022-07-10 06:35:59.565452,Active
SELL00466,Chakraborty Ltd,Indore,Delhi,3.21,2022-07-11 06:35:59.565452,Banned
SELL00467,Deshpande LLC,Pune,Telangana,1.68,2022-07-12 06:35:59.565452,Inactive
SELL00468,Virk and Sons,Visakhapatnam,West Bengal,2.05,2022-07-13 06:35:59.565452,Inactive
SELL00469,Padmanabhan-Ratti,Nagpur,Odisha,3.26,2022-07-14 06:35:59.565452,Banned
SELL00470,"Ganguly, Rajagopalan and Seth",Surat,Andhra Pradesh,3.74,2022-07-15 06:35:59.565452,Active
SELL00471,Contractor-Badami,Nagpur,Rajasthan,9.0,2022-07-16 06:35:59.565452,Active
SELL00472,Lad LLC,Surat,Rajasthan,4.54,2022-07-17 06:35:59.565452,Inactive
SELL00473,"Mall, Balakrishnan and Chada",Bengaluru,Punjab,3.34,2022-07-18 06:35:59.565452,Active
SELL00474,"Raval, Kaur and Memon",Chennai,Kerala,2.28,2022-07-19 06:35:59.565452,Banned
SELL00475,Jhaveri-Yadav,Bengaluru,Odisha,1.96,2022-07-20 06:35:59.565452,Banned
SELL00476,Nigam-Rastogi,Chandigarh,Rajasthan,4.58,2022-07-21 06:35:59.565452,Active
SELL00477,"Kumer, Agrawal and Oza",Patna,Odisha,2.17,2022-07-22 06:35:59.565452,Inactive
SELL00478,Pillai-Ratta,Hyderabad,Bihar,2.24,2022-07-23 06:35:59.565452,Banned
SELL00479,Panchal-Balan,Nagpur,Uttar Pradesh,3.14,2022-07-24 06:35:59.565452,Active
SELL00480,Kala Group,Visakhapatnam,Gujarat,4.58,2022-07-25 06:35:59.565452,Banned
SELL00481,Chowdhury Group,Nagpur,Telangana,1.46,2022-07-26 06:35:59.565452,Banned
SELL00482,"Chaudhari, Ravi and Sankaran",Vadodara,Maharashtra,0.0,2022-07-27 06:35:59.565452,Active
SELL00483,Dave-Malhotra,Indore,Telangana,3.25,2022-07-28 06:35:59.565452,Inactive
SELL00484,"Oak, Konda and Singh",Nagpur,Gujarat,2.71,2022-07-29 06:35:59.565452,Active
SELL00485,Thaker LLC,Bengaluru,Delhi,1.26,2022-07-30 06:35:59.565452,Banned
SELL00486,Wadhwa-Muni,Lucknow,Gujarat,2.45,2022-07-31 06:35:59.565452,Active
SELL00487,Tak Group,Surat,Tamil Nadu,3.66,2022-08-01 06:35:59.565452,Inactive
SELL00488,Ratta Ltd,Jaipur,Odisha,3.69,2022-08-02 06:35:59.565452,Inactive
SELL00489,Khanna-Kapur,Ahmedabad,Uttar Pradesh,1.07,2022-08-03 06:35:59.565452,Banned
SELL00490,Kakar Inc,Mumbai,Punjab,4.94,2022-08-04 06:35:59.565452,Inactive
SELL00491,Shanker-Bhardwaj,Vadodara,Madhya Pradesh,,2022-08-05 06:35:59.565452,Banned
SELL00492,"Menon, De and Patil",Kochi,Tamil Nadu,3.2,2022-08-06 06:35:59.565452,Banned
SELL00493,Lad-Dora,Visakhapatnam,Delhi,1.38,2022-08-07 06:35:59.565452,Active
SELL00494,Swamy Inc,Pune,Rajasthan,4.17,2022-08-08 06:35:59.565452,Active
SELL00495,Warrior-Varty,Bhopal,Andhra Pradesh,4.39,2022-08-09 06:35:59.565452,Banned
SELL00496,Rajan-Sunder,Ahmedabad,Odisha,3.32,2022-08-10 06:35:59.565452,Banned
SELL00497,"Shere, Krishnamurthy and Nagar",Jaipur,Madhya Pradesh,3.88,2022-08-11 06:35:59.565452,Banned
SELL00498,Mohanty Inc,Kolkata,Kerala,4.52,2022-08-12 06:35:59.565452,Active
SELL00499,Ramaswamy-Das,Ahmedabad,West Bengal,2.16,2022-08-13 06:35:59.565452,Inactive
SELL00500,Brahmbhatt-Mahal,Delhi,Maharashtra,1.83,2022-08-14 06:35:59.565452,Inactive
SELL00501,Saini-Konda,Bhopal,Odisha,1.44,2022-08-15 06:35:59.565452,Active
SELL00502,Dave PLC,Nagpur,Andhra Pradesh,,2022-08-16 06:35:59.565452,Active
SELL00503,"Dugar, Chaudhry and Balasubramanian",Delhi,West Bengal,3.99,2022-08-17 06:35:59.565452,Inactive
SELL00504,Kala-Chand,Surat,Telangana,2.23,2022-08-18 06:35:59.565452,Active
SELL00505,Bhardwaj-Jhaveri,Hyderabad,Haryana,2.52,2022-08-19 06:35:59.565452,Banned
SELL00506,"Dyal, Jha and Sahota",Noida,Gujarat,4.91,2022-08-20 06:35:59.565452,Inactive
SELL00507,"Oommen, Oak and Dey",Delhi,Haryana,3.21,2022-08-21 06:35:59.565452,Inactive
SELL00508,"Toor, Brahmbhatt and Dave",Lucknow,Uttar Pradesh,4.28,2022-08-22 06:35:59.565452,Active
SELL00509,Ray Inc,Kolkata,Haryana,2.5,2022-08-23 06:35:59.565452,Inactive
SELL00510,Mannan-Contractor,Bengaluru,Rajasthan,1.72,2022-08-24 06:35:59.565452,Banned
SELL00511,Sahni-Suresh,Vadodara,Kerala,2.15,2022-08-25 06:35:59.565452,Inactive
SELL00512,Mishra Inc,Visakhapatnam,Madhya Pradesh,3.36,2022-08-26 06:35:59.565452,Inactive
SELL00513,Verma-Andra,Visakhapatnam,Gujarat,1.0,2022-08-27 06:35:59.565452,Banned
SELL00514,"Sanghvi, Ravi and Chaudhuri",Mumbai,Delhi,4.95,2022-08-28 06:35:59.565452,Inactive
SELL00515,Bobal-Lad,Chandigarh,Bihar,1.48,2022-08-29 06:35:59.565452,Banned
SELL00516,"Rau, Balasubramanian and Handa",Hyderabad,Telangana,1.63,2022-08-30 06:35:59.565452,Inactive
SELL00517,Krishnamurthy PLC,Kochi,Maharashtra,4.22,2022-08-31 06:35:59.565452,Inactive
SELL00518,Ganesh Group,Visakhapatnam,Punjab,1.23,2022-09-01 06:35:59.565452,Active
SELL00519,Tailor-Dalal,Chandigarh,Uttar Pradesh,4.2,2022-09-02 06:35:59.565452,Inactive
