product_id,product_name,category,sub_category,brand,unit_cost,list_price,stock_quantity,product_status
PROD0002214,modi minus,Home & Kitchen,Decor,Sony,4818.93,5797.48,1036,Active
PROD0002215,animi illo,Home & Kitchen,Appliances,,1807.06,6917.12,4775,Discontinued
PROD0002216,mollitia quisquam,Sports,Equipment,Apple,1511.11,9969.97,2634,Inactive
PROD0002217,optio laudantium,Grocery,Dairy,Samsung,4040.08,7316.32,2817,Discontinued
PROD0002218,quisquam voluptatibus,Beauty,Skincare,Sony,1806.77,4212.91,1647,Active
PROD0002219,delectus molestias,Home & Kitchen,Appliances,OnePlus,4252.56,4324.71,1769,Discontinued
PROD0002220,eum veniam,Grocery,Vegetables,Generic,2723.46,9020.72,333,Inactive
PROD0002221,qui eaque,Electronics,Laptops,Apple,2040.88,7257.33,3833,Active
PROD0002222,animi voluptatem,Home & Kitchen,Cookware,Generic,3989.7,5970.81,369,Discontinued
PROD0002223,minus nisi,Sports,Footwear,LG,4168.72,4602.2,3676,Inactive
PROD0002224,quia consequuntur,Sports,Apparel,Samsung,2434.72,2182.9,4647,Discontinued
PROD0002225,aspernatur maxime,Grocery,Vegetables,,216.5,8124.9,4528,Active
PROD0002226,sint dignissimos,Beauty,Haircare,OnePlus,3303.0,8950.33,3415,Inactive
PROD0002227,commodi qui,Sports,Equipment,OnePlus,1465.67,5350.08,2932,Active
PROD0002228,nam necessitatibus,Home & Kitchen,Appliances,LG,938.87,6154.51,3202,Inactive
PROD0002229,enim nam,Electronics,Laptops,Sony,970.99,6711.58,1912,Discontinued
PROD0002230,dolorum sint,Sports,Equipment,OnePlus,2528.63,5567.95,3921,Discontinued
PROD0002231,unde porro,Beauty,Haircare,Generic,317.16,6780.77,2388,Inactive
PROD0002232,iure adipisci,Electronics,Accessories,Xiaomi,4737.58,2202.67,1411,Inactive
PROD0002233,illum mollitia,Grocery,Vegetables,OnePlus,1313.72,8006.46,3222,Inactive
PROD0002234,mollitia reiciendis,Beauty,Skincare,Apple,1705.01,7376.77,4139,Active
PROD0002235,non esse,Fashion,Kids,Samsung,3039.56,4657.63,1855,Active
PROD0002236,officiis quidem,Beauty,Skincare,Xiaomi,2590.26,4473.18,1321,Active
PROD0002237,veritatis qui,Beauty,Haircare,Generic,2517.12,3169.02,1621,Active
PROD0002238,velit libero,Grocery,Snacks,Samsung,3656.73,5579.12,950,Inactive
PROD0002239,architecto magnam,Grocery,Snacks,Samsung,1066.02,9534.84,3848,Inactive
PROD0002240,sit doloremque,Home & Kitchen,Cookware,Sony,1682.25,3064.4,4236,Inactive
PROD0002241,cum possimus,Fashion,Men,Generic,4487.27,8261.31,517,Inactive
PROD0002242,modi voluptatum,Electronics,Tablets,Generic,1075.56,4403.53,4496,Discontinued
PROD0002243,eius dolorum,Sports,Apparel,Xiaomi,3144.3,4321.38,1376,Discontinued
PROD0002244,voluptatum consequuntur,Electronics,Accessories,Samsung,2608.36,3851.91,1494,Inactive
PROD0002245,repudiandae voluptatibus,Sports,Equipment,,4063.51,9542.08,1343,Inactive
PROD0002246,omnis eius,Electronics,Laptops,LG,3948.01,4861.76,1357,Active
PROD0002247,placeat fugit,Beauty,Skincare,Samsung,1788.45,5677.85,4931,Inactive
PROD0002248,asperiores pariatur,Home & Kitchen,Decor,Sony,2071.07,5756.52,2975,Inactive
PROD0002249,magni officia,Fashion,Women,Xiaomi,1195.5,4406.99,4524,Discontinued
PROD0002250,sed similique,Home & Kitchen,Furniture,LG,2460.19,2809.17,2365,Active
PROD0002251,ea deserunt,Grocery,Vegetables,Generic,2687.28,8244.34,852,Discontinued
PROD0002252,rem accusantium,Sports,Apparel,OnePlus,3680.89,4884.32,3882,Active
PROD0002253,laboriosam alias,Home & Kitchen,Decor,Sony,821.74,5979.34,472,Discontinued
PROD0002254,ad consectetur,Electronics,Mobiles,,2139.76,4774.86,3762,Discontinued
PROD0002255,dolor repudiandae,Home & Kitchen,Furniture,Samsung,1308.61,6220.09,3882,Active
PROD0002256,error optio,Home & Kitchen,Decor,,4307.81,9384.55,4668,Discontinued
PROD0002257,quam excepturi,Grocery,Dairy,Sony,1813.26,8203.61,3597,Discontinued
PROD0002258,dignissimos dignissimos,Home & Kitchen,Cookware,Apple,3685.42,4028.48,4538,Active
PROD0002259,esse aspernatur,Home & Kitchen,Decor,Generic,2685.66,8783.87,3251,Discontinued
PROD0002260,beatae aspernatur,Fashion,Kids,Generic,1423.25,1851.21,2909,Inactive
PROD0002261,architecto quia,Sports,Footwear,Samsung,4182.46,8111.8,3840,Inactive
PROD0002262,ratione a,Beauty,Makeup,OnePlus,2613.67,8942.5,4514,Discontinued
PROD0002263,excepturi ratione,Grocery,Dairy,Apple,4713.53,8286.29,1838,Active
PROD0002264,recusandae possimus,Home & Kitchen,Appliances,LG,2298.5,5956.05,726,Discontinued
PROD0002265,quia eius,Home & Kitchen,Appliances,LG,4717.99,3349.13,3386,Inactive
PROD0002266,hic assumenda,Sports,Apparel,Sony,2595.41,4953.87,2681,Active
PROD0002267,necessitatibus beatae,Home & Kitchen,Furniture,Generic,1623.66,2425.63,4561,Active
PROD0002268,modi ullam,Electronics,Mobiles,Samsung,1053.72,5669.24,4664,Discontinued
PROD0002269,facere autem,Home & Kitchen,Furniture,Apple,4227.16,5374.49,1889,Active
PROD0002270,similique assumenda,Electronics,Tablets,OnePlus,3657.86,4316.42,750,Active
PROD0002271,impedit assumenda,Beauty,Haircare,OnePlus,868.14,5514.21,1498,Active
PROD0002272,ratione hic,Beauty,Haircare,OnePlus,2075.1,1402.43,2724,Active
PROD0002273,excepturi nihil,Fashion,Women,LG,475.93,5633.68,1072,Inactive
PROD0002274,illo accusantium,Sports,Equipment,OnePlus,4744.56,8333.26,2595,Active
PROD0002275,incidunt veritatis,Fashion,Kids,,4057.13,3325.72,2369,Active
PROD0002276,aspernatur fuga,Sports,Apparel,Apple,2128.51,2938.34,1680,Discontinued
PROD0002277,doloremque ullam,Sports,Equipment,,4150.84,5708.29,1834,Active
PROD0002278,consequuntur recusandae,Home & Kitchen,Appliances,Apple,4212.3,7722.23,1980,Inactive
PROD0002279,doloribus itaque,Sports,Equipment,Generic,3324.95,1881.19,2387,Inactive
PROD0002280,suscipit officia,Electronics,Accessories,OnePlus,2614.21,2622.39,1044,Inactive
PROD0002281,vitae quidem,Sports,Apparel,,1594.86,7147.81,4544,Active
PROD0002282,dolorum dicta,Fashion,Kids,Xiaomi,1486.97,4209.34,3711,Discontinued
PROD0002283,numquam dolorem,Home & Kitchen,Furniture,Xiaomi,4219.11,313.97,1930,Discontinued
PROD0002284,pariatur nostrum,Sports,Apparel,OnePlus,3381.13,6348.64,4457,Inactive
PROD0002285,quod minus,Beauty,Haircare,Xiaomi,1547.26,601.74,927,Discontinued
PROD0002286,ipsum neque,Home & Kitchen,Cookware,Apple,3730.03,1752.96,1272,Inactive
PROD0002287,necessitatibus ipsum,Home & Kitchen,Furniture,OnePlus,1422.6,3973.74,3315,Inactive
PROD0002288,quas perspiciatis,Fashion,Men,Samsung,3808.88,9944.29,3187,Discontinued
PROD0002289,maxime neque,Electronics,Mobiles,Generic,2492.51,5511.25,633,Discontinued
PROD0002290,repellat aliquam,Sports,Footwear,OnePlus,968.62,8412.19,1161,Inactive
PROD0002291,excepturi in,Fashion,Kids,Sony,3040.68,4577.45,1670,Inactive
PROD0002292,consequatur consequatur,Grocery,Dairy,Generic,2926.6,9433.85,150,Inactive
PROD0002293,aspernatur doloribus,Beauty,Makeup,Samsung,3453.9,1247.31,3820,Active
PROD0002294,fugiat dolore,Sports,Apparel,LG,3586.04,1969.69,1776,Discontinued
PROD0002295,at architecto,Beauty,Skincare,Apple,1167.91,6265.63,4018,Discontinued
PROD0002296,culpa eum,Beauty,Skincare,OnePlus,2793.3,4222.99,544,Inactive
PROD0002297,aliquid reprehenderit,Electronics,Accessories,OnePlus,4198.75,3580.73,4423,Active
PROD0002298,in doloremque,Home & Kitchen,Appliances,Generic,2213.11,9965.57,2483,Inactive
PROD0002299,placeat modi,Sports,Apparel,Xiaomi,877.43,3136.96,4215,Active
PROD0002300,recusandae quidem,Grocery,Vegetables,Xiaomi,367.35,3525.27,1327,Active
PROD0002301,assumenda ullam,Home & Kitchen,Appliances,LG,2111.47,607.2,4179,Inactive
PROD0002302,reiciendis nisi,Sports,Footwear,Apple,1256.82,7605.18,2176,Inactive
PROD0002303,quidem quia,Beauty,Haircare,Xiaomi,4972.83,1689.88,1586,Discontinued
PROD0002304,reprehenderit maiores,Grocery,Dairy,,792.79,5298.14,1617,Active
PROD0002305,explicabo iure,Fashion,Shoes,,4996.27,3390.06,4776,Discontinued
PROD0002306,vero explicabo,Grocery,Fruits,,2076.25,5680.94,192,Inactive
PROD0002307,quisquam impedit,Fashion,Kids,Xiaomi,1880.16,5283.61,3552,Active
PROD0002308,exercitationem velit,Grocery,Dairy,OnePlus,1006.52,8338.05,124,Inactive
PROD0002309,odio eum,Sports,Apparel,Xiaomi,3965.5,5520.59,2536,Discontinued
PROD0002310,dolore ipsa,Sports,Footwear,,2899.93,9855.45,957,Inactive
PROD0002311,minus officia,Sports,Footwear,LG,2317.91,4661.6,433,Active
PROD0002312,provident quibusdam,Home & Kitchen,Appliances,Generic,3762.07,9654.83,2216,Active
PROD0002313,sit accusamus,Sports,Equipment,Sony,495.54,4777.95,3033,Discontinued
PROD0002314,dolor accusamus,Sports,Equipment,OnePlus,1296.59,8391.9,1180,Inactive
PROD0002315,consectetur natus,Fashion,Men,Xiaomi,4330.18,907.06,3073,Inactive
PROD0002316,quibusdam repudiandae,Sports,Apparel,,732.41,5862.48,1662,Discontinued
PROD0002317,facere esse,Grocery,Fruits,Sony,235.06,5205.55,3821,Active
PROD0002318,provident officia,Grocery,Snacks,,4631.16,8960.06,2142,Active
PROD0002319,aspernatur esse,Home & Kitchen,Cookware,Generic,451.23,1156.63,4729,Inactive
PROD0002320,officia dignissimos,Sports,Equipment,Samsung,1272.06,8348.7,4957,Discontinued
PROD0002321,similique aperiam,Grocery,Vegetables,LG,1813.65,9971.91,1071,Discontinued
PROD0002322,laudantium perferendis,Home & Kitchen,Appliances,Xiaomi,3327.73,7794.75,366,Active
PROD0002323,sit exercitationem,Sports,Equipment,OnePlus,3340.28,3207.94,2815,Active
PROD0002324,eum rerum,Sports,Apparel,Generic,4943.35,3443.53,932,Inactive
PROD0002325,nesciunt cum,Fashion,Men,,1424.0,5816.58,4254,Inactive
PROD0002326,blanditiis debitis,Sports,Footwear,,473.46,1957.44,2687,Discontinued
PROD0002327,ipsa ipsa,Beauty,Haircare,Samsung,4231.21,881.55,3779,Active
PROD0002328,blanditiis ipsam,Electronics,Laptops,LG,2933.81,149.52,1467,Active
PROD0002329,quidem atque,Sports,Footwear,Generic,4903.28,9255.49,1019,Discontinued
PROD0002330,veritatis illum,Beauty,Skincare,Sony,2648.12,7923.98,1973,Inactive
PROD0002331,vel nobis,Beauty,Skincare,Generic,1855.94,8131.73,2666,Inactive
PROD0002332,id sed,Beauty,Makeup,Apple,2388.23,2818.72,3665,Inactive
PROD0002333,dolorum officiis,Electronics,Tablets,Generic,1057.89,6370.33,4666,Inactive
PROD0002334,laborum saepe,Fashion,Kids,,972.63,7605.63,2696,Inactive
PROD0002335,suscipit tenetur,Sports,Apparel,,3686.23,5139.82,598,Discontinued
PROD0002336,vero quis,Fashion,Kids,OnePlus,713.31,8293.21,2583,Active
PROD0002337,qui minus,Home & Kitchen,Decor,LG,2507.84,2686.57,770,Inactive
PROD0002338,similique sunt,Electronics,Laptops,Xiaomi,3469.7,6457.93,4852,Active
PROD0002339,non similique,Sports,Apparel,Xiaomi,3980.76,7307.27,2109,Active
PROD0002340,amet delectus,Fashion,Shoes,Apple,1345.81,3931.4,1822,Active
PROD0002341,tempora enim,Sports,Footwear,Apple,4643.55,1810.67,1888,Discontinued
PROD0002342,eum voluptate,Sports,Footwear,Apple,3616.96,7110.98,4324,Active
PROD0002343,soluta mollitia,Grocery,Fruits,Samsung,3818.73,6196.76,735,Inactive
PROD0002344,at optio,Home & Kitchen,Cookware,LG,797.76,6661.84,4137,Discontinued
PROD0002345,a dolorem,Fashion,Women,Generic,2861.84,3057.66,1959,Inactive
PROD0002346,pariatur provident,Fashion,Women,,1219.53,714.31,3515,Discontinued
PROD0002347,nesciunt ea,Electronics,Accessories,Apple,1353.19,4941.41,2457,Active
PROD0002348,ex quidem,Electronics,Tablets,Apple,3081.44,1780.39,49,Inactive
PROD0002349,voluptatem animi,Electronics,Laptops,LG,2819.94,1092.04,4755,Inactive
PROD0002350,atque commodi,Sports,Apparel,,3851.21,2287.67,3569,Inactive
PROD0002351,accusantium repudiandae,Home & Kitchen,Furniture,OnePlus,462.64,4418.99,4297,Discontinued
PROD0002352,possimus distinctio,Sports,Apparel,Generic,2018.45,4176.06,153,Discontinued
PROD0002353,minima quam,Fashion,Women,Samsung,4554.65,8504.0,350,Active
PROD0002354,officiis est,Sports,Footwear,Sony,587.88,1633.01,4583,Inactive
PROD0002355,hic facilis,Beauty,Makeup,Xiaomi,2918.07,1124.2,705,Discontinued
PROD0002356,eius quo,Fashion,Women,Sony,1724.96,8188.44,4188,Discontinued
PROD0002357,vitae quaerat,Fashion,Men,Samsung,821.96,3406.19,3295,Active
PROD0002358,corrupti placeat,Beauty,Haircare,OnePlus,3202.24,9592.17,2903,Inactive
PROD0002359,rerum sunt,Sports,Footwear,Apple,3312.98,6216.7,1776,Discontinued
PROD0002360,cupiditate autem,Sports,Equipment,Apple,3754.96,7822.52,3541,Discontinued
PROD0002361,ut quaerat,Sports,Equipment,,2261.15,9209.08,3458,Discontinued
PROD0002362,harum reiciendis,Electronics,Mobiles,Samsung,4637.06,6430.92,176,Discontinued
PROD0002363,deserunt id,Sports,Apparel,Apple,1096.5,7490.79,582,Inactive
PROD0002364,nulla a,Beauty,Makeup,Apple,1768.07,355.48,2401,Active
PROD0002365,velit nam,Fashion,Kids,OnePlus,3158.49,6598.59,4059,Inactive
PROD0002366,officiis cum,Sports,Equipment,LG,310.82,3638.95,1462,Active
PROD0002367,aut explicabo,Home & Kitchen,Decor,Xiaomi,4287.62,3963.55,3499,Inactive
PROD0002368,harum doloribus,Home & Kitchen,Cookware,Xiaomi,2015.88,2399.28,3229,Active
PROD0002369,odio laboriosam,Home & Kitchen,Furniture,Sony,4491.03,451.96,3614,Inactive
PROD0002370,rem dolorem,Sports,Equipment,Sony,1134.95,8810.9,1446,Discontinued
PROD0002371,animi amet,Beauty,Makeup,Samsung,4641.75,9281.96,3926,Active
PROD0002372,quibusdam dolorem,Home & Kitchen,Cookware,Samsung,3756.21,4524.63,4582,Inactive
PROD0002373,dolor quia,Beauty,Makeup,Samsung,2941.99,5413.79,2736,Inactive
PROD0002374,deserunt cumque,Electronics,Mobiles,,918.85,3936.15,3580,Active
PROD0002375,perferendis dolorum,Grocery,Dairy,Generic,1616.51,1890.22,4902,Inactive
PROD0002376,sit perferendis,Home & Kitchen,Furniture,Generic,1551.71,5038.64,4498,Inactive
PROD0002377,officia ipsum,Beauty,Haircare,Generic,1604.97,-100.0,1817,Active
PROD0002378,nostrum earum,Sports,Footwear,,236.86,6220.22,2966,Active
PROD0002379,facilis eos,Electronics,Tablets,OnePlus,1779.02,6548.94,4601,Discontinued
PROD0002380,eaque explicabo,Fashion,Men,Generic,2072.9,2911.31,4747,Discontinued
PROD0002381,provident est,Beauty,Haircare,,2721.39,6486.13,2494,Inactive
PROD0002382,adipisci id,Sports,Apparel,Samsung,1454.03,8667.13,4520,Inactive
PROD0002383,omnis perspiciatis,Fashion,Shoes,Generic,4763.68,7800.94,1192,Inactive
PROD0002384,in eius,Home & Kitchen,Furniture,,3036.57,2866.91,3941,Active
PROD0002385,quas veritatis,Electronics,Laptops,Xiaomi,2856.63,2749.55,4672,Discontinued
PROD0002386,necessitatibus corrupti,Electronics,Tablets,Samsung,4768.18,9574.26,4603,Inactive
PROD0002387,dolorem deleniti,Fashion,Men,Apple,4127.5,4628.51,3010,Active
PROD0002388,architecto aperiam,Sports,Equipment,Samsung,4266.2,4835.52,395,Discontinued
PROD0002389,possimus architecto,Sports,Apparel,,4755.98,3151.7,3865,Inactive
PROD0002390,natus repellat,Grocery,Vegetables,,3686.52,2927.03,4115,Inactive
PROD0002391,minima cumque,Home & Kitchen,Appliances,Xiaomi,2510.31,5298.02,3206,Discontinued
PROD0002392,optio facere,Electronics,Mobiles,Apple,3910.82,5698.58,953,Discontinued
PROD0002393,ea alias,Beauty,Skincare,LG,2486.49,1680.09,3218,Discontinued
PROD0002394,nemo nobis,Grocery,Fruits,,2789.77,3225.59,2440,Inactive
PROD0002395,nihil similique,Grocery,Dairy,OnePlus,557.31,1900.87,3612,Inactive
PROD0002396,hic nam,Electronics,Accessories,Generic,960.7,7686.91,2337,Discontinued
PROD0002397,sit officia,Beauty,Skincare,LG,2965.67,7836.24,1499,Inactive
PROD0002398,laboriosam nobis,Fashion,Women,OnePlus,2529.35,5675.0,91,Discontinued
PROD0002399,repellat nesciunt,Electronics,Mobiles,Samsung,3319.76,9691.76,4523,Discontinued
PROD0002400,doloremque quidem,Electronics,Laptops,,626.67,9793.29,4700,Active
PROD0002401,expedita sunt,Electronics,Tablets,Xiaomi,1728.77,3723.94,4310,Discontinued
PROD0002402,est porro,Fashion,Shoes,LG,426.8,6694.27,545,Discontinued
PROD0002403,quo animi,Fashion,Kids,Apple,1024.0,104.4,2249,Discontinued
PROD0002404,fugit explicabo,Sports,Apparel,,69.91,7871.84,1702,Inactive
PROD0002405,iusto pariatur,Fashion,Men,Sony,2437.04,7145.27,1541,Discontinued
PROD0002406,nulla accusantium,Fashion,Kids,Sony,3351.51,2229.21,1560,Inactive
PROD0002407,perferendis enim,Home & Kitchen,Furniture,Apple,3174.91,1589.2,512,Discontinued
PROD0002408,natus aperiam,Home & Kitchen,Decor,LG,3667.11,5946.81,2943,Active
PROD0002409,quidem nihil,Sports,Footwear,LG,3827.9,7644.29,1954,Active
PROD0002410,soluta neque,Grocery,Vegetables,Generic,1813.84,3832.11,3282,Inactive
PROD0002411,consequuntur distinctio,Sports,Apparel,Generic,2595.0,1124.73,4726,Discontinued
PROD0002412,recusandae totam,Grocery,Dairy,Sony,1003.29,9255.19,3012,Inactive
PROD0002413,impedit a,Fashion,Kids,Sony,4702.31,-100.0,4733,Discontinued
PROD0002414,placeat eaque,Home & Kitchen,Cookware,Apple,2758.24,3633.16,4751,Discontinued
PROD0002415,vitae veniam,Sports,Footwear,Generic,4853.15,6197.83,12,Active
PROD0002416,sint quis,Beauty,Haircare,OnePlus,4405.28,9971.81,4569,Discontinued
PROD0002417,asperiores provident,Beauty,Haircare,,3861.22,2540.27,1531,Inactive
PROD0002418,soluta quo,Fashion,Kids,,4227.27,965.85,1881,Inactive
PROD0002419,nihil quidem,Home & Kitchen,Decor,Generic,2493.53,7226.33,4392,Inactive
PROD0002420,animi saepe,Beauty,Haircare,Samsung,453.67,3217.66,3880,Active
PROD0002421,aspernatur nostrum,Home & Kitchen,Cookware,Generic,3698.0,8054.43,366,Active
PROD0002422,earum numquam,Electronics,Laptops,Apple,4520.19,4227.76,473,Inactive
PROD0002423,facilis quasi,Sports,Equipment,,4348.7,3460.22,3969,Inactive
PROD0002424,fugiat deserunt,Fashion,Kids,,3560.62,4559.03,4463,Discontinued
PROD0002425,quisquam blanditiis,Home & Kitchen,Appliances,Xiaomi,313.94,5241.3,820,Active
PROD0002426,voluptatum corrupti,Fashion,Shoes,OnePlus,1401.77,2215.68,3512,Active
PROD0002427,quia repellat,Beauty,Skincare,Sony,4144.64,4686.49,4527,Discontinued
PROD0002428,perspiciatis optio,Beauty,Skincare,Generic,1088.53,7493.75,2763,Inactive
PROD0002429,qui corporis,Fashion,Men,,227.53,9647.82,4479,Active
PROD0002430,incidunt harum,Grocery,Fruits,Generic,394.32,9475.58,3633,Inactive
PROD0002431,quae possimus,Sports,Equipment,Generic,4742.21,3523.33,3921,Discontinued
PROD0002432,optio eligendi,Beauty,Skincare,Xiaomi,242.57,5336.96,3402,Active
PROD0002433,excepturi maxime,Fashion,Men,,2589.27,9850.73,3621,Inactive
PROD0002434,ducimus voluptatem,Sports,Equipment,Generic,4112.54,406.26,1102,Active
PROD0002435,ipsa nulla,Sports,Apparel,OnePlus,3051.08,3706.89,1628,Inactive
PROD0002436,in et,Electronics,Tablets,Generic,2701.02,4091.96,1457,Inactive
PROD0002437,quidem quasi,Electronics,Tablets,,688.32,6891.37,862,Inactive
PROD0002438,ullam recusandae,Electronics,Accessories,Generic,2490.22,7299.53,1447,Active
PROD0002439,quae quibusdam,Electronics,Mobiles,Samsung,3280.77,9485.39,1700,Discontinued
PROD0002440,occaecati explicabo,Home & Kitchen,Cookware,Apple,550.77,9080.2,2190,Active
PROD0002441,sapiente dicta,Electronics,Accessories,OnePlus,1901.73,4631.31,191,Discontinued
PROD0002442,enim iure,Sports,Apparel,Apple,462.48,7223.66,3007,Inactive
PROD0002443,voluptatibus laudantium,Beauty,Haircare,,1255.99,4223.77,3777,Inactive
PROD0002444,quibusdam ipsa,Fashion,Kids,Sony,1986.4,1805.87,1973,Inactive
PROD0002445,dolorum explicabo,Grocery,Dairy,Generic,1668.18,4389.63,1333,Active
PROD0002446,praesentium voluptates,Sports,Footwear,Xiaomi,1276.88,998.41,3514,Discontinued
PROD0002447,deserunt animi,Fashion,Kids,Generic,3089.01,1076.04,705,Active
PROD0002448,nemo quidem,Beauty,Skincare,LG,1539.73,2073.63,2125,Inactive
PROD0002449,quaerat quisquam,Home & Kitchen,Appliances,Xiaomi,2262.64,5562.84,1687,Discontinued
PROD0002450,culpa commodi,Grocery,Vegetables,Samsung,1278.71,2824.62,1122,Inactive
PROD0002451,labore dignissimos,Beauty,Makeup,Xiaomi,1418.77,3278.08,1880,Discontinued
PROD0002452,officiis aperiam,Sports,Footwear,Apple,4004.11,3044.96,2558,Discontinued
PROD0002453,debitis atque,Beauty,Haircare,,2948.68,2133.69,1460,Discontinued
PROD0002454,inventore eveniet,Sports,Footwear,Xiaomi,1312.62,2493.92,4639,Discontinued
PROD0002455,quisquam quos,Home & Kitchen,Cookware,Generic,4908.64,4028.42,4458,Discontinued
PROD0002456,ea fuga,Fashion,Shoes,Samsung,3848.16,8690.43,332,Discontinued
PROD0002457,quis ratione,Home & Kitchen,Furniture,OnePlus,4547.99,4886.13,3158,Inactive
PROD0002458,laborum dolor,Electronics,Laptops,LG,2406.62,8024.82,3790,Discontinued
PROD0002459,culpa vitae,Home & Kitchen,Appliances,LG,3723.12,1060.32,901,Inactive
PROD0002460,ipsum necessitatibus,Sports,Equipment,LG,2572.84,7251.14,4364,Discontinued
PROD0002461,voluptates nostrum,Electronics,Laptops,Xiaomi,1318.72,7353.53,3208,Discontinued
PROD0002462,quia nisi,Beauty,Skincare,Xiaomi,283.34,5067.15,736,Discontinued
PROD0002463,molestiae excepturi,Electronics,Tablets,Generic,1857.97,9268.17,4184,Active
PROD0002464,tempore totam,Beauty,Makeup,,2051.6,5976.26,4266,Discontinued
PROD0002465,qui voluptas,Home & Kitchen,Cookware,,4650.92,9474.13,1273,Active
PROD0002466,totam fugiat,Fashion,Kids,,1829.25,8035.53,1784,Discontinued
PROD0002467,nisi dolores,Grocery,Fruits,Apple,4105.2,1150.77,1359,Active
PROD0002468,minus adipisci,Electronics,Accessories,OnePlus,369.95,3573.61,3180,Inactive
PROD0002469,voluptatem iusto,Fashion,Shoes,Sony,4958.84,102.71,3540,Discontinued
PROD0002470,eveniet ad,Electronics,Accessories,OnePlus,4675.42,5078.26,2728,Discontinued
PROD0002471,in deserunt,Beauty,Makeup,OnePlus,556.76,4897.87,3692,Discontinued
PROD0002472,fugit eveniet,Sports,Apparel,Sony,1596.24,7533.64,4042,Inactive
PROD0002473,sunt tenetur,Home & Kitchen,Cookware,,2860.69,3556.18,925,Active
PROD0002474,fugit cupiditate,Beauty,Skincare,Generic,2969.13,1643.07,3886,Active
PROD0002475,unde voluptatum,Beauty,Makeup,Xiaomi,4785.0,6574.75,2179,Active
PROD0002476,nam molestias,Grocery,Dairy,,3052.01,9807.55,3490,Active
PROD0002477,magnam id,Electronics,Tablets,Generic,2734.11,9497.65,3156,Active
PROD0002478,rerum nobis,Home & Kitchen,Decor,LG,3384.03,3781.36,4232,Inactive
PROD0002479,quo sint,Beauty,Haircare,Sony,106.56,2510.67,377,Active
PROD0002480,sit itaque,Fashion,Kids,LG,1798.04,4854.08,2662,Active
PROD0002481,vero laboriosam,Grocery,Vegetables,OnePlus,2955.99,2348.39,478,Inactive
PROD0002482,natus sed,Grocery,Snacks,Xiaomi,828.84,3337.36,4027,Inactive
PROD0002483,corporis inventore,Home & Kitchen,Appliances,Samsung,1755.05,436.09,4201,Active
PROD0002484,recusandae nobis,Fashion,Men,Xiaomi,3661.31,6457.34,2512,Discontinued
PROD0002485,sunt officia,Grocery,Fruits,LG,2315.94,1078.21,3539,Inactive
PROD0002486,ullam suscipit,Grocery,Snacks,OnePlus,2769.72,7829.34,3869,Inactive
PROD0002487,amet voluptas,Sports,Apparel,Sony,1776.63,4695.98,58,Active
PROD0002488,mollitia debitis,Grocery,Dairy,Sony,560.72,7243.9,1344,Active
PROD0002489,quae voluptate,Sports,Equipment,Samsung,2100.98,8085.61,4850,Active
PROD0002490,alias maiores,Fashion,Shoes,,1806.08,3646.3,476,Discontinued
PROD0002491,mollitia harum,Fashion,Women,LG,4860.25,3567.37,4253,Discontinued
PROD0002492,temporibus tempora,Sports,Footwear,Samsung,976.54,6370.73,2600,Inactive
PROD0002493,inventore vero,Sports,Apparel,,3662.03,1932.7,643,Discontinued
PROD0002494,voluptate quis,Grocery,Dairy,OnePlus,1969.6,9219.95,1212,Inactive
PROD0002495,ad provident,Fashion,Kids,Xiaomi,864.3,7826.76,2765,Inactive
PROD0002496,explicabo natus,Fashion,Men,Sony,3491.28,3550.11,1936,Inactive
PROD0002497,vitae quisquam,Fashion,Women,,3025.02,2005.2,1108,Inactive
PROD0002498,in blanditiis,Electronics,Laptops,Samsung,4541.55,6573.42,2438,Inactive
PROD0002499,sint voluptatibus,Grocery,Snacks,Apple,2596.85,-500.0,4888,Inactive
PROD0002500,nesciunt dignissimos,Sports,Apparel,LG,4407.33,458.15,4528,Active
PROD0002501,assumenda perspiciatis,Fashion,Kids,Apple,3732.47,2798.1,2464,Inactive
PROD0002502,illo alias,Home & Kitchen,Decor,OnePlus,4200.35,6864.36,524,Active
PROD0002503,itaque itaque,Beauty,Skincare,Xiaomi,1896.39,5045.81,41,Discontinued
PROD0002504,at at,Grocery,Dairy,Apple,75.24,3757.53,169,Discontinued
PROD0002505,consequatur possimus,Home & Kitchen,Appliances,,4722.6,5031.6,1679,Discontinued
PROD0002506,illum ad,Beauty,Haircare,LG,1756.68,2016.69,3416,Discontinued
PROD0002507,doloremque nobis,Sports,Footwear,Samsung,2389.72,3347.68,2654,Discontinued
PROD0002508,placeat quasi,Grocery,Fruits,Sony,4384.64,2960.33,3896,Discontinued
PROD0002509,exercitationem fugiat,Fashion,Men,,487.04,1841.87,4519,Discontinued
PROD0002510,beatae vero,Beauty,Haircare,Apple,1332.17,4074.22,4437,Inactive
PROD0002511,perferendis unde,Home & Kitchen,Appliances,,2229.81,418.8,375,Inactive
PROD0002512,enim cupiditate,Fashion,Kids,Generic,2762.41,3277.05,1654,Active
PROD0002513,expedita maxime,Grocery,Snacks,Generic,3031.85,5574.64,1480,Discontinued
PROD0002514,dignissimos eveniet,Fashion,Women,Generic,244.76,8078.02,1570,Active
PROD0002515,cupiditate quibusdam,Home & Kitchen,Cookware,OnePlus,2951.32,6192.17,23,Active
PROD0002516,quidem nihil,Sports,Apparel,Apple,1880.25,922.03,602,Active
